000001,4,2,112,,,,0,,0455,,,0
000001,4,3,41,,,,1,,0458,,,0
000001,4,4,23,,,,2,,0500,,,0
000001,4,5,33,,,,2,,0502,,,0
000001,4,6,25,,,,3,,0504,,,0
000001,4,7,42,,,,3,,0506,,,0
000001,4,8,38,,,,4,,0508,,,0
000001,4,9,37,,,,5,,0511,,,0
000001,4,10,9,,,,5,,0513,,,0
000001,4,11,95,,,,6,,0515,,,0
000001,4,12,96,,,,7,,0517,,,0
000001,4,13,94,,,,7,,0519,,,0
000001,4,14,93,,,,8,,0521,,,0
000001,4,15,92,,,,9,,0524,,,0
000001,4,16,91,,,,10,,0526,,,0
000001,4,17,126,,,,10,,0527,,,0
000001,4,18,77,,,,11,,0528,,,0
000001,4,19,78,,,,12,,0530,,,0
000001,4,20,79,,,,12,,0532,,,0
000001,4,21,52,,,,13,,0535,,,0
000001,4,22,50,,,,13,,0536,,,0
000001,4,23,51,,,,14,,0538,,,0
000001,4,24,33,,,,15,,0541,,,0
000001,4,25,23,,,,15,,0543,,,0
000001,4,26,41,,,,16,,0545,,,0
000001,4,27,112,,,,17,0547,,,,0
000001,70,2,112,,,,0,,0509,11008,,0
000001,70,3,41,,,,1,,0512,11008,,0
000001,70,4,23,,,,2,,0514,11008,,0
000001,70,5,33,,,,2,,0516,11008,,0
000001,70,6,25,,,,3,,0518,11008,,0
000001,70,7,42,,,,3,,0520,11008,,0
000001,70,8,38,,,,4,,0522,11008,,0
000001,70,9,37,,,,5,,0525,11008,,0
000001,70,10,9,,,,5,,0527,11008,,0
000001,70,11,95,,,,6,,0529,11008,,0
000001,70,12,96,,,,7,,0531,11008,,0
000001,70,13,94,,,,7,,0533,11008,,0
000001,70,14,93,,,,8,0535,,11008,,0
000001,70,15,92,,,,,,,,,0
000001,70,16,91,,,,,,,,,0
000001,70,17,126,,,,,,,,,0
000001,70,18,77,,,,,,,,,0
000001,70,19,78,,,,,,,,,0
000001,70,20,79,,,,,,,,,0
000001,70,21,52,,,,,,,,,0
000001,70,22,50,,,,,,,,,0
000001,70,23,51,,,,,,,,,0
000001,70,24,33,,,,,,,,,0
000001,70,25,23,,,,,,,,,0
000001,70,26,41,,,,,,,,,0
000001,70,27,112,,,,,,,,,0
000001,74,2,112,,,,0,,0522,11009,,0
000001,74,3,41,,,,1,,0525,11009,,0
000001,74,4,23,,,,2,,0527,11009,,0
000001,74,5,33,,,,2,,0529,11009,,0
000001,74,6,25,,,,3,,0531,11009,,0
000001,74,7,42,,,,3,,0533,11009,,0
000001,74,8,38,,,,4,,0535,11009,,0
000001,74,9,37,,,,5,,0538,11009,,0
000001,74,10,9,,,,5,,0540,11009,,0
000001,74,11,95,,,,6,,0542,11009,,0
000001,74,12,96,,,,7,,0544,11009,,0
000001,74,13,94,,,,7,,0546,11009,,0
000001,74,14,93,,,,8,,0548,11009,,0
000001,74,15,92,,,,9,0551,,11009,,0
000001,74,16,91,,,,,,,,,0
000001,74,17,126,,,,,,,,,0
000001,74,18,77,,,,,,,,,0
000001,74,19,78,,,,,,,,,0
000001,74,20,79,,,,,,,,,0
000001,74,21,52,,,,,,,,,0
000001,74,22,50,,,,,,,,,0
000001,74,23,51,,,,,,,,,0
000001,74,24,33,,,,,,,,,0
000001,74,25,23,,,,,,,,,0
000001,74,26,41,,,,,,,,,0
000001,74,27,112,,,,,,,,,0
000001,7,2,112,,,,0,,0602,,,0
000001,7,3,41,,,,1,,0605,,,0
000001,7,4,23,,,,2,,0607,,,0
000001,7,5,33,,,,2,,0609,,,0
000001,7,6,25,,,,3,,0611,,,0
000001,7,7,42,,,,3,,0613,,,0
000001,7,8,38,,,,4,,0615,,,0
000001,7,9,37,,,,5,,0618,,,0
